12.5	3.519452298940449	3.3527283907632937	3.686176207117603
37.5	3.4720835590944716	3.3160645278350693	3.628102590353873
62.5	3.3936706152578147	3.2480654042770247	3.539275826238605
87.5	3.2854792296852597	3.1499608463888222	3.4209976129816977
112.5	3.147819965179787	3.022184528237814	3.273455402121759
137.5	2.9833806224335753	2.8674329700593013	3.0993282748078497
162.5	2.7933527806375276	2.686911318312401	2.8997942429626544
187.5	2.577380550126719	2.480326320379595	2.6744347798738435
212.5	2.3421461723770642	2.2542666172486285	2.4300257275055
237.5	2.0938565087899215	2.0148689594700286	2.172844058109815
262.5	1.8414089119913453	1.7709328954036911	1.9118849285789992
287.5	1.5967369051607119	1.5342511007507946	1.6592227095706296
312.5	1.3691585141612599	1.3140503513151467	1.4242666770073726
337.5	1.1618280723649725	1.1134854925352071	1.2101706521947375
362.5	0.9757506529311366	0.9335838969299373	1.0179174089323362
387.5	0.8075369241837178	0.7710434009947301	0.8440304473727053
412.5	0.6554986050945675	0.6242263688482022	0.6867708413409328
437.5	0.5234363411950174	0.496884194475397	0.5499884879146377
462.5	0.40949515793119984	0.3872038241143443	0.4317864917480554
487.5	0.3122621970694551	0.29380054017092894	0.33072385396798126
512.5	0.23285102885094888	0.2177598900164111	0.24794216768548671
537.5	0.17020290030327526	0.15803210136907697	0.1823736992374735
562.5	0.12112487527968724	0.11147980843462979	0.1307699421247447
587.5	0.08363371095988403	0.0761456421963684	0.09112177972339969
612.5	0.05553235496913337	0.04987221456973549	0.061192495368531254
637.5	0.03445568359564172	0.03034515018882148	0.03856621700246194
662.5	0.019899648457588424	0.01704635149404212	0.022752945421134724
687.5	0.010448427273918717	0.008590594050218666	0.012306260497618769
712.5	0.004588257875674012	0.0034928324404318667	0.0056836833109161575
737.5	0.0016383660855049745	0.0010647975075481614	0.002211934663461787
762.5	0.0004710371374226879	0.00020982082828439256	0.0007322534465609832
787.5	0.000126928812321594	0.000032058681293120955	0.00022179894335006708
812.5	0.00001820673803113097	0.	0.00003641347606226194
837.5	0.	0.	0.
