5.00000E+00 6.65856E-02 9.66638E+02 7.18301E+01 1.84140E+03 1.35193E+05 1.96913E+04 6.21839E+01 2.71963E+03 1.81259E+03 4.94218E+00 
5.28409E+00 2.06427E-02 2.92012E+02 1.89357E+01 5.88672E+02 4.15522E+04 6.50655E+03 1.64067E+01 8.52237E+02 5.66686E+02 1.51197E+00 
5.58432E+00 8.39556E-03 1.17943E+02 7.85621E+00 2.52229E+02 1.73690E+04 2.90017E+03 6.92552E+00 3.60295E+02 2.39139E+02 6.07597E-01 
5.90160E+00 4.23775E-03 5.26236E+01 4.05034E+00 1.28542E+02 8.56450E+03 1.54040E+03 3.62965E+00 1.81530E+02 1.20130E+02 3.02036E-01 
6.23692E+00 2.48804E-03 5.18247E+01 2.41242E+00 7.70328E+01 4.92423E+03 9.53939E+02 2.20655E+00 1.06654E+02 7.03856E+01 1.74175E-01 
6.59128E+00 1.61318E-03 2.00622E+01 1.58033E+00 7.39348E+01 3.07189E+03 6.44231E+02 1.47879E+00 6.83438E+01 6.13345E+01 1.10743E-01 
6.96578E+00 1.12068E-03 1.32521E+01 1.10627E+00 6.37073E+01 2.05198E+03 4.66287E+02 1.05941E+00 7.56810E+01 2.87946E+01 7.52787E-02 
7.36156E+00 8.17577E-04 9.16459E+00 8.11714E-01 2.49046E+01 1.42032E+03 3.51464E+02 7.95406E-01 6.40710E+01 2.11937E+01 5.36363E-02 
7.77983E+00 6.17937E-04 6.51139E+00 6.16345E-01 1.97486E+01 1.02057E+03 2.75118E+02 6.17349E-01 2.49566E+01 1.62056E+01 3.95119E-02 
8.22186E+00 4.80215E-04 4.76432E+00 4.80879E-01 1.52074E+01 7.46944E+02 2.20291E+02 4.91889E-01 1.89734E+01 1.23488E+01 2.98853E-02 
8.68900E+00 3.81722E-04 3.55772E+00 3.83653E-01 1.17173E+01 5.60073E+02 1.80697E+02 4.00452E-01 1.47795E+01 9.42945E+00 2.30997E-02 
9.18269E+00 3.09576E-04 2.70561E+00 3.12210E-01 9.37806E+00 4.26029E+02 1.50762E+02 3.32336E-01 1.17124E+01 7.45076E+00 1.82042E-02 
9.70443E+00 2.55337E-04 2.09141E+00 2.58306E-01 7.70822E+00 3.30035E+02 1.28058E+02 2.80270E-01 9.35874E+00 5.96238E+00 1.45810E-02 
1.02558E+01 2.14031E-04 1.64343E+00 2.17188E-01 6.36421E+00 2.59278E+02 1.10410E+02 2.40239E-01 7.68728E+00 4.85340E+00 1.18727E-02 
1.08385E+01 1.81923E-04 1.30970E+00 1.85123E-01 5.36574E+00 2.06797E+02 9.65963E+01 2.08775E-01 6.43852E+00 4.00838E+00 9.80302E-03 
1.14543E+01 1.56696E-04 1.05906E+00 1.59902E-01 4.57741E+00 1.67069E+02 8.56240E+01 1.83901E-01 5.42524E+00 3.34742E+00 8.20598E-03 
1.21051E+01 1.36633E-04 8.67289E-01 1.39796E-01 3.96111E+00 1.36795E+02 7.68683E+01 1.64081E-01 4.62984E+00 2.83185E+00 6.95916E-03 
1.27929E+01 1.20409E-04 7.18582E-01 1.23507E-01 3.46960E+00 1.13229E+02 6.97875E+01 1.48030E-01 3.99093E+00 2.42032E+00 5.96892E-03 
1.35198E+01 1.07266E-04 6.02547E-01 1.10294E-01 3.07229E+00 9.47816E+01 6.40528E+01 1.34980E-01 3.48681E+00 2.09213E+00 5.17556E-03 
1.42880E+01 9.64283E-05 5.10207E-01 9.93761E-02 2.74340E+00 8.01172E+01 5.93742E+01 1.24295E-01 3.07732E+00 1.82531E+00 4.53298E-03 
1.50998E+01 8.74721E-05 4.36088E-01 9.03479E-02 2.47361E+00 6.83382E+01 5.55501E+01 1.15503E-01 2.74118E+00 1.60721E+00 4.00743E-03 
1.59577E+01 7.99980E-05 3.76264E-01 8.27983E-02 2.25114E+00 5.87759E+01 5.24226E+01 1.08255E-01 2.46315E+00 1.42653E+00 3.57414E-03 
1.68644E+01 7.37170E-05 3.27219E-01 7.64485E-02 2.06539E+00 5.09383E+01 4.98694E+01 1.02254E-01 2.23202E+00 1.27587E+00 3.21341E-03 
1.78226E+01 6.84188E-05 2.86696E-01 7.10846E-02 1.90893E+00 4.44620E+01 4.77994E+01 9.72815E-02 2.03847E+00 1.14903E+00 2.91062E-03 
1.88352E+01 6.39192E-05 2.53056E-01 6.65221E-02 1.77786E+00 3.90634E+01 4.61382E+01 9.32442E-02 1.87554E+00 1.04226E+00 2.65682E-03 
1.99054E+01 6.00833E-05 2.24771E-01 6.26267E-02 1.66640E+00 3.45263E+01 4.48258E+01 8.98867E-02 1.73719E+00 9.50394E-01 2.43971E-03 
2.10363E+01 5.68021E-05 2.00918E-01 5.92878E-02 1.57209E+00 3.06889E+01 4.38180E+01 8.71916E-02 1.62021E+00 8.71797E-01 2.25496E-03 
2.22316E+01 5.39891E-05 1.80687E-01 5.64193E-02 1.49235E+00 2.74250E+01 4.30793E+01 8.50416E-02 1.51979E+00 8.04097E-01 2.09622E-03 
2.34947E+01 5.15765E-05 1.63453E-01 5.39515E-02 1.42523E+00 2.46360E+01 4.25797E+01 8.34024E-02 1.43393E+00 7.45131E-01 1.95997E-03 
2.48296E+01 4.95025E-05 1.48742E-01 5.18225E-02 1.36935E+00 2.22494E+01 4.22982E+01 8.22073E-02 1.36030E+00 6.93850E-01 1.84234E-03 
2.62404E+01 4.77276E-05 1.36186E-01 4.99913E-02 1.32367E+00 2.02097E+01 4.22174E+01 8.14784E-02 1.29715E+00 6.49216E-01 1.74188E-03 
2.77313E+01 4.62126E-05 1.25494E-01 4.84204E-02 1.28749E+00 1.84736E+01 4.23255E+01 8.11115E-02 1.24286E+00 6.10439E-01 1.65463E-03 
2.93069E+01 4.49247E-05 1.16420E-01 4.70770E-02 1.26019E+00 1.70040E+01 4.26136E+01 8.11292E-02 1.19705E+00 5.76867E-01 1.57968E-03 
3.09721E+01 4.38444E-05 1.08742E-01 4.59440E-02 1.24118E+00 1.57652E+01 4.30756E+01 8.15196E-02 1.15762E+00 5.47919E-01 1.51552E-03 
3.27318E+01 4.29532E-05 1.02257E-01 4.50016E-02 1.22989E+00 1.47232E+01 4.37068E+01 8.22732E-02 1.12426E+00 5.23056E-01 1.46084E-03 
3.45915E+01 4.22152E-05 9.67890E-02 4.42149E-02 1.22580E+00 1.38478E+01 4.45040E+01 8.33828E-02 1.09628E+00 5.01795E-01 1.41450E-03 
3.65570E+01 4.16275E-05 9.21851E-02 4.35820E-02 1.22847E+00 1.31127E+01 4.54647E+01 8.48440E-02 1.07307E+00 4.83702E-01 1.37553E-03 
3.86340E+01 4.11743E-05 8.83202E-02 4.30863E-02 1.23754E+00 1.24964E+01 4.65882E+01 8.66557E-02 1.05414E+00 4.68409E-01 1.34311E-03 
4.08291E+01 4.08435E-05 8.50915E-02 4.27164E-02 1.25278E+00 1.19818E+01 4.78742E+01 8.88185E-02 1.03905E+00 4.55599E-01 1.31652E-03 
4.31489E+01 4.06245E-05 8.24135E-02 4.24622E-02 1.27399E+00 1.15544E+01 4.93240E+01 9.13365E-02 1.02743E+00 4.45001E-01 1.29517E-03 
4.56005E+01 4.05095E-05 8.02133E-02 4.23164E-02 1.30105E+00 1.12021E+01 5.09389E+01 9.42141E-02 1.01897E+00 4.36376E-01 1.27850E-03 
4.81915E+01 4.04914E-05 7.84285E-02 4.22716E-02 1.33384E+00 1.09148E+01 5.27212E+01 9.74579E-02 1.01339E+00 4.29509E-01 1.26607E-03 
5.09296E+01 4.05618E-05 7.70043E-02 4.23188E-02 1.37229E+00 1.06834E+01 5.46728E+01 1.01075E-01 1.01044E+00 4.24209E-01 1.25744E-03 
5.38233E+01 4.07147E-05 7.58941E-02 4.24523E-02 1.41637E+00 1.05001E+01 5.67964E+01 1.05075E-01 1.00992E+00 4.20304E-01 1.25227E-03 
5.68814E+01 4.09455E-05 7.50595E-02 4.26675E-02 1.46611E+00 1.03587E+01 5.90948E+01 1.09470E-01 1.01163E+00 4.17652E-01 1.25026E-03 
6.01132E+01 4.12464E-05 7.44692E-02 4.29559E-02 1.52159E+00 1.02541E+01 6.15717E+01 1.14273E-01 1.01543E+00 4.16133E-01 1.25113E-03 
6.35287E+01 4.16203E-05 7.40967E-02 4.33207E-02 1.58293E+00 1.01820E+01 6.42307E+01 1.19500E-01 1.02118E+00 4.15644E-01 1.25467E-03 
6.71382E+01 4.20803E-05 7.39192E-02 4.37543E-02 1.65026E+00 1.01388E+01 6.70757E+01 1.25169E-01 1.02875E+00 4.16095E-01 1.26070E-03 
7.09529E+01 4.25838E-05 7.39179E-02 4.42759E-02 1.72348E+00 1.01213E+01 7.01109E+01 1.31289E-01 1.03806E+00 4.17409E-01 1.26905E-03 
