5.00000E+00 3.25918E-01 6.27253E+03 2.94889E+02 1.14749E+04 6.93936E+05 9.96554E+04 3.05804E+02 1.37647E+04 9.26194E+03 2.28534E+01 
5.28409E+00 7.56666E-02 1.25625E+03 7.49791E+01 2.50630E+03 1.67280E+05 2.55749E+04 7.00699E+01 3.34989E+03 2.23700E+03 5.58781E+00 
5.58432E+00 2.05057E-02 3.00146E+02 1.85735E+01 6.39133E+02 4.31131E+04 7.05179E+03 1.71865E+01 8.76065E+02 5.83070E+02 1.50605E+00 
5.90160E+00 8.27020E-03 1.14344E+02 7.77206E+00 2.57585E+02 1.67295E+04 2.95854E+03 7.20859E+00 3.48654E+02 2.31305E+02 5.98975E-01 
6.23692E+00 4.25686E-03 5.40489E+01 4.07657E+00 1.36878E+02 8.65732E+03 1.64004E+03 3.83947E+00 1.83362E+02 1.21353E+02 3.03082E-01 
6.59128E+00 2.52147E-03 5.14928E+01 2.44588E+00 8.16581E+01 4.94900E+03 1.01403E+03 2.35424E+00 1.07575E+02 7.09618E+01 1.76306E-01 
6.96578E+00 1.63562E-03 2.03219E+01 1.60255E+00 7.86608E+01 3.12314E+03 6.89819E+02 1.57897E+00 6.94481E+01 6.19671E+01 1.12199E-01 
7.36156E+00 1.13766E-03 1.33224E+01 1.12336E+00 6.84469E+01 2.07530E+03 4.97816E+02 1.13306E+00 7.72838E+01 2.95948E+01 7.64057E-02 
7.77983E+00 8.31590E-04 9.35458E+00 8.25956E-01 2.67688E+01 1.44648E+03 3.76957E+02 8.51913E-01 6.51662E+01 2.15662E+01 5.45250E-02 
8.22186E+00 6.30843E-04 6.64018E+00 6.29587E-01 2.09803E+01 1.03899E+03 2.95529E+02 6.63522E-01 2.54535E+01 1.65236E+01 4.03134E-02 
8.68900E+00 4.91628E-04 4.86417E+00 4.92644E-01 1.62501E+01 7.63743E+02 2.37382E+02 5.29756E-01 1.94159E+01 1.25856E+01 3.05587E-02 
9.18269E+00 3.91995E-04 3.64301E+00 3.94177E-01 1.27619E+01 5.73475E+02 1.95166E+02 4.32398E-01 1.51620E+01 9.76009E+00 2.36855E-02 
9.70443E+00 3.18760E-04 2.77581E+00 3.21624E-01 1.01954E+01 4.37323E+02 1.63197E+02 3.59598E-01 1.20447E+01 7.64911E+00 1.87082E-02 
1.02558E+01 2.63599E-04 2.15103E+00 2.66795E-01 8.34458E+00 3.39556E+02 1.38958E+02 3.03901E-01 9.60527E+00 6.14485E+00 1.50190E-02 
